"Pop","ID","Lat","Long","Alt"
"ANN_47","ANN01261",32.73158,-111.53769,475
"ANN_47","ANN01262",32.73158,-111.53769,475
"ANN_47","ANN01263",32.73158,-111.53769,475
"ANN_47","ANN01264",32.73158,-111.53769,475
"ANN_47","ANN01265",32.73158,-111.53769,475
"ANN_47","ANN01266",32.73158,-111.53769,475
"ANN_47","ANN01267",32.73158,-111.53769,475
"ANN_47","ANN01268",32.73158,-111.53769,475
"ANN_47","ANN01269",32.73158,-111.53769,475
"ANN_47","ANN01270",32.73158,-111.53769,475
"ANN_48","ANN01271",31.5081,-111.01274,1030
"ANN_48","ANN01272",31.5081,-111.01274,1030
"ANN_48","ANN01273",31.5081,-111.01274,1030
"ANN_48","ANN01274",31.5081,-111.01274,1030
"ANN_48","ANN01275",31.5081,-111.01274,1030
"ANN_48","ANN01276",31.5081,-111.01274,1030
"ANN_48","ANN01277",31.5081,-111.01274,1030
"ANN_48","ANN01278",31.5081,-111.01274,1030
"ANN_48","ANN01279",31.5081,-111.01274,1030
"ANN_48","ANN01280",31.5081,-111.01274,1030
"ANN_49","ANN01281",31.43996,-110.10544,1275
"ANN_49","ANN01282",31.43996,-110.10544,1275
"ANN_49","ANN01283",31.43996,-110.10544,1275
"ANN_49","ANN01284",31.43996,-110.10544,1275
"ANN_49","ANN01285",31.43996,-110.10544,1275
"ANN_49","ANN01286",31.43996,-110.10544,1275
"ANN_49","ANN01287",31.43996,-110.10544,1275
"ANN_49","ANN01288",31.43996,-110.10544,1275
"ANN_49","ANN01289",31.43996,-110.10544,1275
"ANN_49","ANN01290",31.43996,-110.10544,1275
"ANN_50","ANN01291",32.17943,-108.38541,1370
"ANN_50","ANN01292",32.17943,-108.38541,1370
"ANN_50","ANN01293",32.17943,-108.38541,1370
"ANN_50","ANN01294",32.17943,-108.38541,1370
"ANN_50","ANN01295",32.17943,-108.38541,1370
"ANN_50","ANN01296",32.17943,-108.38541,1370
"ANN_50","ANN01297",32.17943,-108.38541,1370
"ANN_50","ANN01298",32.17943,-108.38541,1370
"ANN_50","ANN01299",32.17943,-108.38541,1370
"ANN_50","ANN01300",32.17943,-108.38541,1370
"ANN_51","ANN01301",32.12876,-106.67373,1170
"ANN_51","ANN01302",32.12876,-106.67373,1170
"ANN_51","ANN01303",32.12876,-106.67373,1170
"ANN_51","ANN01304",32.12876,-106.67373,1170
"ANN_51","ANN01305",32.12876,-106.67373,1170
"ANN_51","ANN01306",32.12876,-106.67373,1170
"ANN_51","ANN01307",32.12876,-106.67373,1170
"ANN_51","ANN01308",32.12876,-106.67373,1170
"ANN_51","ANN01309",32.12876,-106.67373,1170
"ANN_51","ANN01310",32.12876,-106.67373,1170
"ANN_52","ANN01311",31.13312,-104.02012,1140
"ANN_52","ANN01312",31.13312,-104.02012,1140
"ANN_52","ANN01313",31.13312,-104.02012,1140
"ANN_52","ANN01314",31.13312,-104.02012,1140
