Taxon_name,Pop_ID,Sample_name,Country,Pool_Size,Lat,Long,Alt,Author,Data_type,
Boechera stricta,,Bstricta_HZ300,USA,,44.792383,-113.776183,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_HZ334,USA,,44.797467,-113.803217,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_HZ337,USA,,44.7926,-113.778883,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_HZ349,USA,,45.083733,-114.089667,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_HZ374,USA,,44.861967,-114.295217,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_HZ444,USA,,44.7471,-114.26055,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP003,USA,,44.62,-114.5141,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP010,USA,,44.622,-114.4968,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP014,USA,,41.844,-115.4473,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP016,USA,,43.792,-114.5737,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP024,USA,,44.355,-113.2623,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP035,USA,,44.61562,-114.51843,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP048,USA,,44.616,-114.5184,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP049,USA,,44.941,-113.8474,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP054,USA,,44.5916,-114.4533,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP059,USA,,44.346,-113.265,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP061,USA,,44.4112,-113.4175,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP064,USA,,44.674,-114.5582,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP069,USA,,44.948,-114.0741,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP078,USA,,44.967,-114.0853,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP079,USA,,44.494,-114.734,,Mitchell-Olds,WGS,
